match_id,table_tier,wager_amount,break_type,outcome,net_coins_change,running_bankroll
MTH-0811,Tokyo Warrior,2500,Second-Ball Break,Win,2500,-102750
MTH-0812,London Pub,50,Second-Ball Break,Loss,-50,-102800
MTH-0813,London Pub,50,Power Break,Loss,-50,-102850
MTH-0814,Tokyo Warrior,2500,Power Break,Loss,-2500,-105350
MTH-0815,Tokyo Warrior,2500,Power Break,Win,2500,-102850
MTH-0816,London Pub,50,Soft Break,Win,50,-102800
MTH-0817,Las Vegas,10000,Second-Ball Break,Loss,-10000,-112800
MTH-0818,London Pub,50,Dry Break (No Pot),Win,50,-112750
MTH-0819,Sydney Marina,250,Power Break,Win,250,-112500
MTH-0820,Sydney Marina,250,Dry Break (No Pot),Loss,-250,-112750
MTH-0821,Las Vegas,10000,Second-Ball Break,Loss,-10000,-122750
MTH-0822,Moscow Winter,500,Second-Ball Break,Win,500,-122250
MTH-0823,London Pub,50,Power Break,Loss,-50,-122300
MTH-0824,Sydney Marina,250,Power Break,Loss,-250,-122550
MTH-0825,London Pub,50,Soft Break,Loss,-50,-122600
MTH-0826,Las Vegas,10000,Power Break,Win,10000,-112600
MTH-0827,Tokyo Warrior,2500,Power Break,Win,2500,-110100
MTH-0828,Las Vegas,10000,Power Break,Loss,-10000,-120100
MTH-0829,Las Vegas,10000,Second-Ball Break,Win,10000,-110100
MTH-0830,Las Vegas,10000,Power Break,Win,10000,-100100
MTH-0831,Sydney Marina,250,Second-Ball Break,Win,250,-99850
MTH-0832,Las Vegas,10000,Dry Break (No Pot),Loss,-10000,-109850
MTH-0833,Tokyo Warrior,2500,Dry Break (No Pot),Loss,-2500,-112350
MTH-0834,Tokyo Warrior,2500,Power Break,Loss,-2500,-114850
MTH-0835,Tokyo Warrior,2500,Power Break,Loss,-2500,-117350
MTH-0836,Moscow Winter,500,Power Break,Loss,-500,-117850
MTH-0837,Las Vegas,10000,Dry Break (No Pot),Loss,-10000,-127850
MTH-0838,Tokyo Warrior,2500,Soft Break,Win,2500,-125350
MTH-0839,Moscow Winter,500,Power Break,Win,500,-124850
MTH-0840,Las Vegas,10000,Power Break,Loss,-10000,-134850
MTH-0841,Las Vegas,10000,Power Break,Loss,-10000,-144850
MTH-0842,London Pub,50,Second-Ball Break,Loss,-50,-144900
MTH-0843,Las Vegas,10000,Power Break,Loss,-10000,-154900
MTH-0844,London Pub,50,Dry Break (No Pot),Loss,-50,-154950
MTH-0845,Sydney Marina,250,Second-Ball Break,Loss,-250,-155200
MTH-0846,Sydney Marina,250,Power Break,Loss,-250,-155450
MTH-0847,Moscow Winter,500,Power Break,Win,500,-154950
MTH-0848,London Pub,50,Power Break,Win,50,-154900
MTH-0849,Sydney Marina,250,Power Break,Win,250,-154650
MTH-0850,Sydney Marina,250,Dry Break (No Pot),Loss,-250,-154900
MTH-0851,Sydney Marina,250,Dry Break (No Pot),Loss,-250,-155150
MTH-0852,Las Vegas,10000,Power Break,Loss,-10000,-165150
MTH-0853,London Pub,50,Second-Ball Break,Win,50,-165100
MTH-0854,Sydney Marina,250,Second-Ball Break,Win,250,-164850
MTH-0855,London Pub,50,Second-Ball Break,Loss,-50,-164900
MTH-0856,Tokyo Warrior,2500,Power Break,Win,2500,-162400
MTH-0857,Tokyo Warrior,2500,Soft Break,Loss,-2500,-164900
MTH-0858,Las Vegas,10000,Power Break,Loss,-10000,-174900
MTH-0859,Tokyo Warrior,2500,Power Break,Loss,-2500,-177400
MTH-0860,Moscow Winter,500,Dry Break (No Pot),Win,500,-176900
MTH-0861,London Pub,50,Power Break,Win,50,-176850
MTH-0862,Sydney Marina,250,Power Break,Win,250,-176600
MTH-0863,Moscow Winter,500,Second-Ball Break,Win,500,-176100
MTH-0864,Moscow Winter,500,Second-Ball Break,Loss,-500,-176600
MTH-0865,Tokyo Warrior,2500,Dry Break (No Pot),Loss,-2500,-179100
MTH-0866,London Pub,50,Power Break,Loss,-50,-179150
MTH-0867,Sydney Marina,250,Second-Ball Break,Win,250,-178900
MTH-0868,Moscow Winter,500,Power Break,Loss,-500,-179400
MTH-0869,Las Vegas,10000,Second-Ball Break,Win,10000,-169400
MTH-0870,Sydney Marina,250,Power Break,Win,250,-169150
MTH-0871,Tokyo Warrior,2500,Dry Break (No Pot),Loss,-2500,-171650
MTH-0872,London Pub,50,Soft Break,Win,50,-171600
MTH-0873,Las Vegas,10000,Second-Ball Break,Win,10000,-161600
MTH-0874,Sydney Marina,250,Power Break,Win,250,-161350
MTH-0875,Sydney Marina,250,Soft Break,Win,250,-161100
MTH-0876,Moscow Winter,500,Second-Ball Break,Win,500,-160600
MTH-0877,Sydney Marina,250,Power Break,Win,250,-160350
MTH-0878,London Pub,50,Dry Break (No Pot),Loss,-50,-160400
MTH-0879,London Pub,50,Dry Break (No Pot),Loss,-50,-160450
MTH-0880,Sydney Marina,250,Power Break,Loss,-250,-160700
MTH-0881,Moscow Winter,500,Second-Ball Break,Loss,-500,-161200
MTH-0882,Las Vegas,10000,Power Break,Win,10000,-151200
MTH-0883,Las Vegas,10000,Power Break,Win,10000,-141200
MTH-0884,Moscow Winter,500,Soft Break,Loss,-500,-141700
MTH-0885,Tokyo Warrior,2500,Power Break,Win,2500,-139200
MTH-0886,London Pub,50,Second-Ball Break,Loss,-50,-139250
MTH-0887,Tokyo Warrior,2500,Dry Break (No Pot),Loss,-2500,-141750
MTH-0888,Moscow Winter,500,Soft Break,Win,500,-141250
MTH-0889,Tokyo Warrior,2500,Second-Ball Break,Win,2500,-138750
MTH-0890,Moscow Winter,500,Power Break,Loss,-500,-139250
MTH-0891,Las Vegas,10000,Power Break,Loss,-10000,-149250
MTH-0892,Las Vegas,10000,Second-Ball Break,Win,10000,-139250
MTH-0893,Tokyo Warrior,2500,Second-Ball Break,Loss,-2500,-141750
MTH-0894,Tokyo Warrior,2500,Second-Ball Break,Win,2500,-139250
MTH-0895,London Pub,50,Power Break,Loss,-50,-139300
MTH-0896,Las Vegas,10000,Power Break,Loss,-10000,-149300
MTH-0897,London Pub,50,Second-Ball Break,Loss,-50,-149350
MTH-0898,Tokyo Warrior,2500,Power Break,Win,2500,-146850
MTH-0899,Moscow Winter,500,Soft Break,Win,500,-146350
MTH-0900,Las Vegas,10000,Power Break,Win,10000,-136350
MTH-0901,Moscow Winter,500,Dry Break (No Pot),Loss,-500,-136850
MTH-0902,London Pub,50,Power Break,Win,50,-136800
MTH-0903,London Pub,50,Power Break,Loss,-50,-136850
MTH-0904,Sydney Marina,250,Second-Ball Break,Win,250,-136600
MTH-0905,Las Vegas,10000,Power Break,Win,10000,-126600
MTH-0906,Las Vegas,10000,Second-Ball Break,Loss,-10000,-136600
MTH-0907,London Pub,50,Power Break,Win,50,-136550
MTH-0908,Moscow Winter,500,Power Break,Loss,-500,-137050
MTH-0909,Las Vegas,10000,Power Break,Loss,-10000,-147050
MTH-0910,London Pub,50,Second-Ball Break,Win,50,-147000
MTH-0911,Sydney Marina,250,Power Break,Win,250,-146750
MTH-0912,Tokyo Warrior,2500,Second-Ball Break,Loss,-2500,-149250
MTH-0913,Las Vegas,10000,Second-Ball Break,Win,10000,-139250
MTH-0914,Tokyo Warrior,2500,Power Break,Loss,-2500,-141750
MTH-0915,Moscow Winter,500,Soft Break,Win,500,-141250
MTH-0916,Sydney Marina,250,Dry Break (No Pot),Loss,-250,-141500
MTH-0917,Las Vegas,10000,Second-Ball Break,Loss,-10000,-151500
MTH-0918,Tokyo Warrior,2500,Dry Break (No Pot),Loss,-2500,-154000
MTH-0919,Tokyo Warrior,2500,Power Break,Win,2500,-151500
MTH-0920,London Pub,50,Dry Break (No Pot),Win,50,-151450
MTH-0921,Tokyo Warrior,2500,Power Break,Win,2500,-148950
MTH-0922,Moscow Winter,500,Second-Ball Break,Win,500,-148450
MTH-0923,Tokyo Warrior,2500,Dry Break (No Pot),Win,2500,-145950
MTH-0924,Moscow Winter,500,Power Break,Win,500,-145450
MTH-0925,Moscow Winter,500,Dry Break (No Pot),Loss,-500,-145950
MTH-0926,London Pub,50,Power Break,Loss,-50,-146000
MTH-0927,Sydney Marina,250,Dry Break (No Pot),Loss,-250,-146250
MTH-0928,Moscow Winter,500,Dry Break (No Pot),Win,500,-145750
MTH-0929,Tokyo Warrior,2500,Soft Break,Loss,-2500,-148250
MTH-0930,Tokyo Warrior,2500,Dry Break (No Pot),Loss,-2500,-150750
MTH-0931,Moscow Winter,500,Soft Break,Loss,-500,-151250
MTH-0932,Tokyo Warrior,2500,Power Break,Loss,-2500,-153750
MTH-0933,Las Vegas,10000,Dry Break (No Pot),Loss,-10000,-163750
MTH-0934,London Pub,50,Power Break,Win,50,-163700
MTH-0935,Tokyo Warrior,2500,Power Break,Loss,-2500,-166200
MTH-0936,London Pub,50,Dry Break (No Pot),Win,50,-166150
MTH-0937,Moscow Winter,500,Second-Ball Break,Loss,-500,-166650
MTH-0938,Moscow Winter,500,Soft Break,Loss,-500,-167150
MTH-0939,Moscow Winter,500,Second-Ball Break,Win,500,-166650
MTH-0940,London Pub,50,Power Break,Loss,-50,-166700
MTH-0941,Tokyo Warrior,2500,Second-Ball Break,Loss,-2500,-169200
MTH-0942,Las Vegas,10000,Second-Ball Break,Loss,-10000,-179200
MTH-0943,London Pub,50,Power Break,Win,50,-179150
MTH-0944,Las Vegas,10000,Power Break,Win,10000,-169150
MTH-0945,Tokyo Warrior,2500,Soft Break,Loss,-2500,-171650
MTH-0946,Tokyo Warrior,2500,Power Break,Win,2500,-169150
MTH-0947,London Pub,50,Dry Break (No Pot),Win,50,-169100
MTH-0948,Sydney Marina,250,Second-Ball Break,Loss,-250,-169350
MTH-0949,Las Vegas,10000,Second-Ball Break,Win,10000,-159350
MTH-0950,Moscow Winter,500,Power Break,Loss,-500,-159850
MTH-0951,Las Vegas,10000,Second-Ball Break,Win,10000,-149850
MTH-0952,Tokyo Warrior,2500,Soft Break,Win,2500,-147350
MTH-0953,Tokyo Warrior,2500,Soft Break,Win,2500,-144850
MTH-0954,London Pub,50,Dry Break (No Pot),Loss,-50,-144900
MTH-0955,Sydney Marina,250,Power Break,Win,250,-144650
MTH-0956,Moscow Winter,500,Power Break,Loss,-500,-145150
MTH-0957,Las Vegas,10000,Dry Break (No Pot),Loss,-10000,-155150
MTH-0958,Sydney Marina,250,Second-Ball Break,Loss,-250,-155400
MTH-0959,Moscow Winter,500,Dry Break (No Pot),Loss,-500,-155900
MTH-0960,Tokyo Warrior,2500,Power Break,Win,2500,-153400
MTH-0961,Tokyo Warrior,2500,Second-Ball Break,Win,2500,-150900
MTH-0962,London Pub,50,Second-Ball Break,Win,50,-150850
MTH-0963,London Pub,50,Soft Break,Win,50,-150800
MTH-0964,Las Vegas,10000,Second-Ball Break,Win,10000,-140800
MTH-0965,Sydney Marina,250,Second-Ball Break,Win,250,-140550
MTH-0966,Sydney Marina,250,Second-Ball Break,Win,250,-140300
MTH-0967,Moscow Winter,500,Second-Ball Break,Win,500,-139800
MTH-0968,Las Vegas,10000,Second-Ball Break,Loss,-10000,-149800
MTH-0969,London Pub,50,Power Break,Loss,-50,-149850
MTH-0970,Las Vegas,10000,Second-Ball Break,Win,10000,-139850
MTH-0971,Tokyo Warrior,2500,Power Break,Win,2500,-137350
MTH-0972,London Pub,50,Soft Break,Loss,-50,-137400
MTH-0973,Sydney Marina,250,Soft Break,Loss,-250,-137650
MTH-0974,London Pub,50,Second-Ball Break,Win,50,-137600
MTH-0975,Tokyo Warrior,2500,Power Break,Win,2500,-135100
MTH-0976,London Pub,50,Power Break,Win,50,-135050
MTH-0977,Sydney Marina,250,Second-Ball Break,Loss,-250,-135300
MTH-0978,Tokyo Warrior,2500,Dry Break (No Pot),Loss,-2500,-137800
MTH-0979,Moscow Winter,500,Second-Ball Break,Win,500,-137300
MTH-0980,Las Vegas,10000,Second-Ball Break,Loss,-10000,-147300
MTH-0981,Moscow Winter,500,Power Break,Win,500,-146800
MTH-0982,Tokyo Warrior,2500,Dry Break (No Pot),Loss,-2500,-149300
MTH-0983,Tokyo Warrior,2500,Second-Ball Break,Win,2500,-146800
MTH-0984,Tokyo Warrior,2500,Power Break,Win,2500,-144300
MTH-0985,Sydney Marina,250,Power Break,Win,250,-144050
MTH-0986,Tokyo Warrior,2500,Power Break,Loss,-2500,-146550
MTH-0987,Las Vegas,10000,Power Break,Loss,-10000,-156550
MTH-0988,Sydney Marina,250,Power Break,Loss,-250,-156800
MTH-0989,Tokyo Warrior,2500,Power Break,Win,2500,-154300
MTH-0990,Sydney Marina,250,Dry Break (No Pot),Loss,-250,-154550
MTH-0991,Las Vegas,10000,Power Break,Loss,-10000,-164550
MTH-0992,Las Vegas,10000,Second-Ball Break,Win,10000,-154550
MTH-0993,Sydney Marina,250,Power Break,Win,250,-154300
MTH-0994,London Pub,50,Soft Break,Loss,-50,-154350
MTH-0995,Moscow Winter,500,Second-Ball Break,Loss,-500,-154850
MTH-0996,Tokyo Warrior,2500,Soft Break,Win,2500,-152350
MTH-0997,Moscow Winter,500,Second-Ball Break,Win,500,-151850
MTH-0998,Las Vegas,10000,Soft Break,Loss,-10000,-161850
MTH-0999,Moscow Winter,500,Dry Break (No Pot),Win,500,-161350
MTH-1000,London Pub,50,Power Break,Win,50,-161300
